"year","month","day","original","record","province","district","drone_flag","operations_flag","clash_flag","militant_flag","reduced","suicide","operations","ied","clash","drone","sectarian","fat_personnel","fat_militant","fat_civilian","fat_militia","inj_personnel","inj_militant","inj_civilian","inj_militia","body","cas_personnel","cas_militant","cas_civilian","cas_militia","cas_body","p_p","p_n","m_p","m_n","u_p","u_n","d_a","date"
"2012","10","17","three ANP workers were shot dead in Par Hoti area of Mardan District locals said unidentified armed militants opened fire on one Omar his brother Farman and two associates including Bilal Khattak resultantly killing three of them and critically injuring Khattak","3 anp CIVILIAN WEREATTACKED area un armed MILITANT ATTACKED 1 his CIVILIAN and 2 CIVILIAN including resultantly ATTACKED 3 of them and critically injuring","kp","mardan",FALSE,FALSE,FALSE,TRUE,"3 CIVILIAN WEREATTACKED 1 CIVILIAN WEREATTACKED CIVILIAN 3",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-17
"2012","10","16","four members of the Hazara community were shot dead in a sectarian attack in the Kabari Market scrap market of Quetta in Balochistan","4 CIVILIAN the CIVILIAN WEREATTACKED SECTARIAN the scrap market","balochistan","quetta",FALSE,FALSE,TRUE,TRUE,"4 CIVILIAN WEREATTACKED",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,4,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2012-10-16
"2012","10","15","four cadres of ASWJ were shot dead within the precincts of Mobina Town Police Station near Siddique e Akbar mosque in Karachi provincial capital of Sindh the victims were identified as Umer 30 Qari Abdul Shakoor 28 Imran 23 and Asadullah 29 ","0 MILITANT aswj WEREATTACKED within the LOCATION PERSONNEL mosque provincial capital the victims were 3 23 and 29","sindh","karachi",FALSE,FALSE,FALSE,TRUE,"0 MILITANT WEREATTACKED PERSONNEL 3",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,0,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-15
"2012","10","14","five SF personnel including SP Rural Khurshid Khan were killed while 10 Police and FC men were injured when TTP militants attacked two check posts of Mattani Police Station on the outskirts of Peshawar the provincial capital of Khyber Pakhtunkhwa","5 PERSONNEL including WEREATTACKED while 10 PERSONNEL and fc men WEREINJURED when MILITANT ATTACKED 2 check LOCATION PERSONNEL the outskirts","kp","peshawar",FALSE,FALSE,FALSE,TRUE,"5 PERSONNEL WEREATTACKED 10 PERSONNEL WEREINJURED 2 PERSONNEL WEREATTACKED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,NA,NA,NA,10,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-14
"2012","10","14","five militants and a soldier of Frontier Constabulary were killed in Shaikhan village under Badhaber Police Station in Peshawar","5 MILITANT and PERSONNEL WEREATTACKED village PERSONNEL","kp","peshawar",FALSE,FALSE,FALSE,TRUE,"5 MILITANT WEREATTACKED PERSONNEL",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,5,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-14
"2012","10","14","at least six militants were killed and one soldier sustained injuries in a clash in the Barlas area of Mamozai in Orakzai Agency of FATA","6 MILITANT WEREATTACKED 1 PERSONNEL WEREATTACKED WEREINJURED CLASH the area of fata","fata","orakzai",FALSE,FALSE,TRUE,FALSE,"6 MILITANT WEREATTACKED 1 PERSONNEL WEREATTACKED WEREINJURED",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2012-10-14
"2012","10","13","A car bomb suicide attack killed 18 civilians and injured 40 others in Darra Adam Khel town of Kohat District in Khyber Pakhtunkhwa","VEHICLE IED SUICIDE ATTACKED 18 CIVILIAN WEREINJURED town in nwfp","fata","darra adam khel",FALSE,FALSE,FALSE,TRUE,"ATTACKED 18 CIVILIAN WEREINJURED",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,NA,18,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-13
"2012","10","12","six militants and two SF personnel were killed during a clash in Asma Manza area of Laddah tehsil in South Waziristan Agency of FATA","6 MILITANT and 2 PERSONNEL WEREATTACKED during CLASH area tehsil of fata","fata","south waziristan",FALSE,FALSE,TRUE,FALSE,"6 MILITANT WEREATTACKED 2 PERSONNEL WEREATTACKED",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2,6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2012-10-12
"2012","10","11","at least 18 militants mostly Afghans were killed in a US drone attack on at a militant compound in the Baland Khel area of Orakzai Agency in the FATA near the border with Afghanistan the building belonged to Maulvi Shakirullah a commander in the forces of Hafiz Gul Bahadur group","18 MILITANT mostly WEREATTACKED DRONE 1 MILITANT WEREATTACKED compound in the area in the fata near the border the LOCATION belonged PERSONNEL the forces group","fata","orakzai",TRUE,FALSE,FALSE,FALSE,"18 MILITANT WEREATTACKED 1 MILITANT WEREATTACKED PERSONNEL",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,18,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2012-10-11
"2012","10","11","militants attacked passenger van in Hasan Zai Bazaar in Orakzai Agency with a remote controlled IED killing eight anti Taliban Mushti tribesmen and injuring 22 others","MILITANT 1 CIVILIAN WEREATTACKED VEHICLE with remote controlled IED ATTACKED 8 anti CIVILIAN and 22 WEREINJURED","fata","orakzai",FALSE,FALSE,FALSE,TRUE,"MILITANT 1 CIVILIAN WEREATTACKED 8 CIVILIAN WEREATTACKED 22 CIVILIAN WEREINJURED",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,1,NA,NA,NA,22,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-11
"2012","10","11","as many as 11 persons were killed and 21 others sustained critical injuries in a bomb blast on Nishtar Road in Sibi town of the same District in Balochistan","11 CIVILIAN WEREATTACKED and 21 WEREINJURED IED town of the same","balochistan","sibi",FALSE,FALSE,FALSE,TRUE,"11 CIVILIAN WEREATTACKED 2 CIVILIAN WEREINJURED",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,11,NA,NA,NA,2,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-11
"2012","10","11","three SF personnel were killed and five others sustained injuries in a landmine blast in Borbaj area of Dera Bugti District","3 PERSONNEL WEREATTACKED and 5 WEREINJURED IED area","balochistan","dera bugti",FALSE,FALSE,FALSE,TRUE,"3 PERSONNEL WEREATTACKED 5 PERSONNEL WEREINJURED",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,3,NA,NA,NA,5,NA,NA,NA,NA,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,2012-10-11
"2012","10","11","A pro government tribal elder Malik Masher Khan and his two bodyguards Zarin Khan and Zer Jan were shot dead and his nephew was injured when unidentified militants sprayed bullets on their vehicle at Derga Mandai village in Miramshah of North Waziristan Agency","pro government CIVILIAN and his 2 CIVILIAN and WEREATTACKED and his CIVILIAN WEREINJURED when MILITANT sprayed bullets on their VEHICLE village","fata","north waziristan",FALSE,FALSE,FALSE,TRUE,"CIVILIAN 2 CIVILIAN WEREATTACKED CIVILIAN WEREINJURED MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,2,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-11
"2012","10","9","six militants of LI and their commander Khan Mohammad were killed when a bomb exploded in a bunker they had occupied after a clash with their rival outfit TI in Sipah area of Bara tehsil in Khyber Agency of FATA","6 MILITANT and their WEREATTACKED when exploded in they had occupied after CLASH with their CLASH outfit ti area tehsil of fata","fata","khyber",FALSE,FALSE,TRUE,TRUE,"6 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,6,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2012-10-09
"2012","10","9","A US drone strike targeting a militant compound killed five militants in Hurmuz area east of Miranshah the Headquarter of North Waziristan Agency near the Afghan border","DRONE strike 1 MILITANT WEREATTACKED compound 5 MILITANT WEREATTACKED area the near the","fata","north waziristan",TRUE,FALSE,FALSE,FALSE,"1 MILITANT WEREATTACKED 5 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,1,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2012-10-09
"2012","10","7","seven people including six activists of PPP and a reporter of Dharti TV Channel Mushtaque Khand were killed and 10 people including three reporters and Administrator of Khairpur Taluka Municipal Administration KTMA injured when armed militants opened fire at a public meeting on in Sadoro Janwari village of Khairpur District in Sindh","7 CIVILIAN ppp and CIVILIAN WEREATTACKED and 10 CIVILIAN ktm 1 WEREINJURED when armed MILITANT ATTACKED public meeting on village","sindh","khairpur",FALSE,FALSE,FALSE,TRUE,"7 CIVILIAN WEREATTACKED 10 CIVILIAN WEREATTACKED 1 CIVILIAN WEREINJURED MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,7,NA,NA,NA,1,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-10-07
"2012","10","6","five members of a peace militia were killed and seven others injured in militants attack in Akkakhel area of Bara tehsil in Khyber Agency of FATA","5 CIVILIAN peace MILITIA WEREATTACKED and 7 WEREINJURED MILITANT ATTACKED area tehsil of fata","fata","khyber",FALSE,FALSE,FALSE,FALSE,"5 CIVILIAN WEREATTACKED 7 CIVILIAN WEREINJURED MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,5,NA,NA,NA,7,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2012-10-06
"2012","10","5","six militants and one soldier were killed in exchange of fire when militants from Afghanistan side attacked a border security post in Gursal area in Mohmand Agency of FATA","6 MILITANT and 1 PERSONNEL WEREATTACKED CLASH when MILITANT side ATTACKED border PERSONNEL LOCATION area of fata","fata","mohmand",FALSE,FALSE,TRUE,TRUE,"6 MILITANT WEREATTACKED 1 PERSONNEL WEREATTACKED MILITANT PERSONNEL",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,6,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2012-10-05
"2012","10","1","at least seven militants were killed as troops retaliated after a landmine blast killed a security officer in the Mamozai area of Orakzai Agency in FATA","7 MILITANT WEREATTACKED PERSONNEL CLASH after IED 1 PERSONNEL WEREATTACKED the area in fata","fata","orakzai",FALSE,FALSE,TRUE,TRUE,"7 MILITANT WEREATTACKED PERSONNEL 1 PERSONNEL WEREATTACKED",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1,7,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,2012-10-01
"2012","10","1","at least four militants were killed when a US drone fired four missiles targeting a vehicle in Khwaidadkhel area of Mir Ali tehsil in North Waziristan Agency","4 MILITANT WEREATTACKED when DRONE ATTACKED area tehsil","fata","north waziristan",TRUE,FALSE,FALSE,FALSE,"4 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,4,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2012-10-01
"2012","9","30","three militants among them a commander were killed and nine others injured when militants of LI clashed with the militants of pro Government outfit TI in the Zakhakhel bazaar area of Khyber Agency in FATA","3 MILITANT among them PERSONNEL WEREATTACKED and 9 WEREINJURED when MILITANT CLASH with the MILITANT pro government outfit ti in the area in fata","fata","khyber",FALSE,FALSE,TRUE,FALSE,"3 MILITANT WEREATTACKED 9 MILITANT WEREINJURED MILITANT",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,3,NA,NA,NA,9,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2012-09-30
"2012","9","29","at least 14 militants were killed and several others injured during an operation by SFs in different areas of the Orakzai Agency in FATA","14 MILITANT WEREATTACKED and 0 WEREINJURED during OPERATIONS PERSONNEL different areas of the in fata","fata","orakzai",FALSE,TRUE,FALSE,FALSE,"14 MILITANT WEREATTACKED 0 MILITANT WEREINJURED PERSONNEL",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,14,NA,NA,NA,0,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2012-09-29
"2012","9","27","five militants and a security official belonging to the 33 Baloch Regiment were killed when TTP attacked a security checkpost in the Kadakard area of Upper Dir District of KP","5 MILITANT and PERSONNEL official belonging to the 33 WEREATTACKED when MILITANT the area of nwfp","kp","dir",FALSE,FALSE,FALSE,TRUE,"5 MILITANT WEREATTACKED 33 PERSONNEL WEREATTACKED MILITANT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,33,5,NA,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2012-09-27
"2012","9","25","at least eight militants were killed during clashes with SFs in Barlas area of Orakzai Agency in FATA","8 MILITANT WEREATTACKED during CLASH with PERSONNEL area in fata","fata","orakzai",FALSE,FALSE,TRUE,FALSE,"8 MILITANT WEREATTACKED PERSONNEL",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2012-09-25
"2012","9","24","at least eight suspected militants were killed when a US drone fired missiles on a house near Khaisura road in Mir Ali sub division of North Waziristan Agency in FATA","8 MILITANT WEREATTACKED when DRONE ATTACKED missiles on road sub division in fata","fata","north waziristan",TRUE,FALSE,FALSE,FALSE,"8 MILITANT WEREATTACKED",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2012-09-24
"2012","9","22","A US drone strike killed at least four militants targeting a moving vehicle in Datta Khel area of North Waziristan Agency of FATA the drone fired two missiles officials added","DRONE strike 4 MILITANT WEREATTACKED area of fata the DRONE 1 CIVILIAN WEREATTACKED added","fata","north waziristan",TRUE,FALSE,FALSE,FALSE,"4 MILITANT WEREATTACKED 1 CIVILIAN WEREATTACKED",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,4,1,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,2012-09-22
"2012","9","19","the Pakistan Army said it killed 29 TTP fighters in the final stage of an operation in Batwar valley of Bajaur Agency in FATA","the 29 MILITANT WEREATTACKED the final stage of OPERATIONS valley in fata","fata","bajaur",FALSE,TRUE,FALSE,FALSE,"29 MILITANT WEREATTACKED",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,29,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2012-09-19
"2012","9","19","A powerful car bomb targeting a vehicle of the PAF near Scheme Chowk on Kohat Road in Peshawar killed 10 people and wounded 34 others including women and children","powerful VEHICLE IED 1 PERSONNEL WEREATTACKED ATTACKED 10 CIVILIAN WEREINJURED including CIVILIAN and CIVILIAN","kp","peshawar",FALSE,FALSE,FALSE,TRUE,"1 PERSONNEL WEREATTACKED 10 CIVILIAN WEREINJURED CIVILIAN",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,1,NA,NA,NA,NA,NA,10,NA,NA,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,2012-09-19
"2012","9","18","at least seven people belonging to the Dawoodi Bohra community were killed and 22 others injured in twin bomb blasts on a road between two apartment buildings Qasr e Kutbuddin and Burhani Bagh in Block C of North Nazimabad commonly called Bohra Compound in Karachi","7 CIVILIAN WEREATTACKED and 22 WEREINJURED twin IED road between 2 apartment LOCATION","sindh","karachi",FALSE,FALSE,FALSE,TRUE,"7 CIVILIAN WEREATTACKED 22 CIVILIAN WEREINJURED 2",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,7,NA,NA,NA,22,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-09-18
"2012","9","18","three Shia Mulim pilgrims were killed and a dozen wounded in a roadside bomb attack on a passenger bus carrying in Mastung District of Balochistan six security personnel who were assigned to provide security to the bus also received injuries","3 CIVILIAN WEREATTACKED and 12 WEREINJURED IED 1 CIVILIAN WEREATTACKED bus carrying 6 PERSONNEL who were assigned to provide PERSONNEL the bus also received injuries","balochistan","mastung",FALSE,FALSE,FALSE,TRUE,"3 CIVILIAN WEREATTACKED 12 CIVILIAN WEREINJURED 1 CIVILIAN WEREATTACKED 6 PERSONNEL",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,3,NA,NA,NA,12,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-09-18
"2012","9","16","sixteen persons were killed and 13 others injured when a remote controlled bomb ripped through a passenger van in the Inzaro Kandao area of Lower Dir District in Khyber Pakhtunkhwa","16 CIVILIAN WEREATTACKED and 13 WEREINJURED when remote controlled IED ATTACKED through CIVILIAN VEHICLE the area in nwfp","kp","dir",FALSE,TRUE,FALSE,TRUE,"16 CIVILIAN WEREATTACKED 13 CIVILIAN WEREINJURED CIVILIAN",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,16,NA,NA,NA,13,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,2012-09-16
"2012","9","16","eight militants were killed when SFs pounded their positions in Khadezai area of Orakzai Agency in FATA sources said that three hideouts of militants were also destroyed in the artillery shelling","8 MILITANT WEREATTACKED when PERSONNEL ATTACKED their LOCATION area in fata sources said that MILITANT WEREATTACKED the OPERATIONS ATTACKED","fata","orakzai",FALSE,TRUE,FALSE,FALSE,"8 MILITANT WEREATTACKED PERSONNEL MILITANT WEREATTACKED",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,8,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2012-09-16
"2012","9","13","as many as 10 labourers were killed and another four sustained injuries in the Dasht area of Mastung District of Balochistan after unidentified assailants opened fire on them the BULA claimed responsibility for the killings","10 CIVILIAN WEREATTACKED and another 4 WEREINJURED the ATTACKED them the bula claimed responsibility for the killings","balochistan","mastung",FALSE,FALSE,FALSE,TRUE,"10 CIVILIAN WEREATTACKED 4 CIVILIAN WEREINJURED",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,10,NA,NA,NA,4,NA,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,2012-09-13
